사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2025-12,2호선,0237,당산,35 ,11 ,8280 ,3329 ,19239 ,13213 ,47711 ,28307 ,59757 ,78908 ,36155 ,33284 ,27153 ,17876 ,26728 ,17997 ,27268 ,21174 ,26121 ,23125 ,24859 ,23426 ,27104 ,27907 ,32139 ,37816 ,45319 ,53862 ,57940 ,74397 ,26395 ,50858 ,21631 ,37158 ,21245 ,36134 ,18736 ,34019 ,9533 ,22063 ,1941 ,6410 ,30 ,461 ,3 ,14 ,0 ,0 
2025-12,2호선,0238,합정,127 ,3 ,11071 ,2960 ,17205 ,13431 ,39516 ,32169 ,51925 ,92321 ,36199 ,86195 ,29681 ,57903 ,33900 ,55023 ,40798 ,60680 ,45006 ,64752 ,49010 ,60281 ,55876 ,64603 ,65837 ,76525 ,86033 ,98390 ,117828 ,122911 ,80769 ,86014 ,70221 ,49542 ,80083 ,39890 ,76158 ,35638 ,41378 ,25865 ,7649 ,9953 ,190 ,966 ,0 ,1 ,0 ,0 
2025-12,2호선,0239,홍대입구,983 ,52 ,26016 ,3466 ,30038 ,20449 ,61298 ,42564 ,79983 ,115446 ,63187 ,149497 ,62981 ,126701 ,74098 ,155139 ,89153 ,181742 ,104583 ,201410 ,120115 ,191268 ,150141 ,191483 ,184613 ,201572 ,212303 ,225353 ,231241 ,252786 ,199833 ,185561 ,197663 ,118925 ,220333 ,95982 ,210961 ,79137 ,106267 ,52858 ,14669 ,21251 ,277 ,4358 ,4 ,219 ,0 ,0 
2025-12,2호선,0240,신촌,56 ,6 ,7303 ,2885 ,14295 ,14730 ,37384 ,35286 ,54807 ,84552 ,42519 ,91461 ,43510 ,73740 ,52572 ,68309 ,65618 ,73387 ,71462 ,80438 ,73751 ,71120 ,84584 ,71327 ,98146 ,77160 ,110897 ,99676 ,104187 ,120154 ,77029 ,83432 ,81122 ,54485 ,82268 ,47551 ,75374 ,42949 ,36707 ,28493 ,7002 ,8929 ,133 ,1123 ,1 ,68 ,0 ,0 
2025-12,2호선,0241,이대,20 ,2 ,3174 ,851 ,9607 ,7185 ,28206 ,15026 ,40252 ,47695 ,25715 ,41313 ,22124 ,34810 ,25399 ,28385 ,31487 ,33716 ,31517 ,36178 ,30889 ,29745 ,37045 ,32430 ,41361 ,34760 ,50657 ,41101 ,43967 ,51179 ,31310 ,38075 ,24725 ,26285 ,24227 ,25234 ,20905 ,25309 ,8056 ,17338 ,1384 ,5780 ,20 ,634 ,0 ,25 ,0 ,0 
2025-12,2호선,0242,아현,3 ,1 ,4602 ,834 ,11399 ,4585 ,31745 ,11006 ,46651 ,20468 ,27815 ,14969 ,20468 ,12746 ,19559 ,11802 ,21826 ,13716 ,20235 ,15964 ,18185 ,16645 ,20007 ,19629 ,22834 ,22227 ,23610 ,28367 ,20193 ,36980 ,13287 ,27904 ,9821 ,20326 ,7666 ,19769 ,5679 ,17574 ,2533 ,10335 ,503 ,3246 ,9 ,258 ,2 ,16 ,0 ,0 
2025-12,2호선,0243,충정로(경기대입구),22 ,3 ,3116 ,1198 ,6229 ,7638 ,15935 ,25440 ,24194 ,65133 ,16249 ,29069 ,13756 ,14113 ,14424 ,12084 ,14490 ,12455 ,15000 ,14956 ,15142 ,13653 ,16837 ,14677 ,20845 ,16492 ,37464 ,20545 ,47042 ,25051 ,16275 ,16638 ,12366 ,12293 ,11130 ,12507 ,7424 ,10907 ,3681 ,6803 ,888 ,2373 ,20 ,266 ,0 ,13 ,0 ,0 
2025-12,2호선,0244,용답,17 ,0 ,2470 ,466 ,3422 ,1390 ,7627 ,1774 ,14452 ,3004 ,8248 ,3442 ,5922 ,2893 ,5227 ,2905 ,5376 ,3483 ,5525 ,3935 ,4988 ,4367 ,4963 ,5296 ,5968 ,6844 ,5567 ,7669 ,4421 ,11362 ,2562 ,7956 ,1856 ,5891 ,1573 ,6852 ,1230 ,6432 ,568 ,4000 ,144 ,1357 ,5 ,57 ,0 ,0 ,0 ,0 
2025-12,2호선,0245,신답,6 ,0 ,1262 ,77 ,2115 ,490 ,6628 ,1156 ,12248 ,1645 ,5234 ,948 ,2955 ,1166 ,2676 ,1363 ,2673 ,1496 ,2473 ,1673 ,2186 ,2258 ,2097 ,3326 ,2407 ,4498 ,2387 ,5698 ,2091 ,10797 ,1056 ,7383 ,845 ,4222 ,560 ,4474 ,349 ,3581 ,197 ,2275 ,40 ,705 ,1 ,18 ,0 ,0 ,0 ,0 
2025-12,2호선,0246,신설동,62 ,4 ,1164 ,339 ,1677 ,2138 ,4928 ,5707 ,9824 ,13452 ,6235 ,9677 ,5953 ,8742 ,6671 ,7966 ,7860 ,8212 ,8291 ,7987 ,9234 ,7090 ,9926 ,6395 ,10755 ,6017 ,12730 ,6490 ,12952 ,7978 ,5391 ,6558 ,3307 ,4986 ,3112 ,4422 ,1866 ,4277 ,861 ,2762 ,138 ,1163 ,12 ,274 ,0 ,19 ,0 ,0 
2025-12,2호선,0247,도림천,0 ,0 ,433 ,345 ,1471 ,839 ,3762 ,3662 ,3752 ,6108 ,2669 ,2207 ,2553 ,1447 ,1924 ,1546 ,2218 ,1864 ,1997 ,2329 ,2829 ,2132 ,2523 ,1743 ,2986 ,2392 ,3656 ,2694 ,3642 ,3656 ,1600 ,2710 ,979 ,2110 ,833 ,1859 ,460 ,1375 ,213 ,1136 ,60 ,393 ,1 ,19 ,0 ,0 ,0 ,0 
2025-12,2호선,0248,양천구청,26 ,0 ,4925 ,804 ,12088 ,2442 ,32643 ,5180 ,30651 ,9634 ,17830 ,5265 ,13545 ,4396 ,11801 ,5654 ,11940 ,7698 ,10914 ,9102 ,9067 ,9971 ,9167 ,12894 ,10365 ,16408 ,10516 ,21395 ,9559 ,29951 ,4441 ,23545 ,3321 ,15554 ,2650 ,14834 ,2212 ,12362 ,790 ,9039 ,227 ,2678 ,3 ,81 ,0 ,0 ,0 ,0 
2025-12,2호선,0249,신정네거리,120 ,3 ,8448 ,766 ,18508 ,2356 ,51052 ,4222 ,47448 ,11904 ,25460 ,8833 ,19495 ,8357 ,18310 ,9390 ,17927 ,11575 ,16046 ,13324 ,14118 ,14617 ,14236 ,19141 ,15144 ,24460 ,14595 ,33602 ,12618 ,48405 ,7576 ,35205 ,5731 ,22361 ,4833 ,20219 ,3750 ,18279 ,1692 ,12140 ,355 ,3484 ,2 ,226 ,0 ,0 ,0 ,0 
2025-12,2호선,0250,용두(동대문구청),76 ,4 ,1021 ,81 ,1944 ,882 ,5923 ,2511 ,9748 ,5707 ,5857 ,3243 ,4481 ,3424 ,4328 ,3559 ,4808 ,3779 ,4590 ,4451 ,5126 ,4601 ,5134 ,4849 ,5531 ,5010 ,5159 ,6006 ,5258 ,8841 ,2454 ,5693 ,1696 ,3656 ,1337 ,3450 ,780 ,2883 ,323 ,1925 ,78 ,658 ,2 ,44 ,0 ,0 ,0 ,0 
2025-12,3호선,0309,지축,27 ,1 ,3235 ,651 ,11351 ,4879 ,30491 ,5701 ,33423 ,13478 ,17380 ,7788 ,12547 ,6949 ,11187 ,7105 ,11688 ,8095 ,11039 ,10161 ,10394 ,9954 ,11929 ,12114 ,12889 ,16040 ,14130 ,20397 ,11790 ,30910 ,7724 ,22842 ,6272 ,16425 ,6059 ,15020 ,3991 ,12916 ,2031 ,7600 ,461 ,1523 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,3호선,0310,구파발,205 ,1 ,12793 ,1735 ,34248 ,10220 ,83811 ,21823 ,84729 ,29280 ,50121 ,25874 ,36558 ,29275 ,36408 ,29070 ,36590 ,30999 ,35425 ,34009 ,36693 ,35923 ,42109 ,37810 ,45383 ,46737 ,44236 ,54817 ,34350 ,77650 ,23290 ,63416 ,19151 ,39006 ,16628 ,35514 ,12854 ,32481 ,3744 ,22259 ,752 ,10486 ,13 ,940 ,1 ,1 ,0 ,0 
2025-12,3호선,0311,연신내,333 ,19 ,24456 ,2400 ,48490 ,14859 ,119066 ,29510 ,151979 ,47440 ,91463 ,41720 ,65941 ,39770 ,62487 ,42650 ,67489 ,47371 ,63312 ,50094 ,59378 ,55440 ,62722 ,67958 ,70876 ,80713 ,66739 ,96360 ,62269 ,140183 ,41942 ,112108 ,34099 ,72091 ,30803 ,65623 ,26691 ,57761 ,13712 ,38277 ,2633 ,13633 ,30 ,296 ,4 ,1 ,0 ,0 
2025-12,3호선,0312,불광,24 ,3 ,9411 ,1400 ,18821 ,6240 ,50813 ,10928 ,62633 ,31111 ,38507 ,27080 ,29021 ,25469 ,27342 ,26596 ,29076 ,29380 ,28867 ,31809 ,30288 ,31489 ,32395 ,35295 ,34500 ,39926 ,33280 ,44670 ,30794 ,60804 ,18304 ,45450 ,15216 ,30553 ,12541 ,26770 ,8465 ,24265 ,3886 ,15356 ,694 ,5084 ,9 ,145 ,0 ,0 ,0 ,0 
2025-12,3호선,0313,녹번,77 ,0 ,9270 ,507 ,25089 ,3712 ,70324 ,8407 ,78538 ,16661 ,46054 ,10414 ,30583 ,9726 ,25798 ,11497 ,25697 ,14084 ,22723 ,15875 ,20052 ,19093 ,19807 ,24555 ,21395 ,31963 ,20835 ,39664 ,20588 ,62386 ,10758 ,50215 ,7933 ,32313 ,6415 ,31136 ,4985 ,28386 ,1788 ,16134 ,304 ,4943 ,3 ,125 ,0 ,0 ,0 ,0 
2025-12,3호선,0314,홍제,111 ,5 ,9618 ,1226 ,24236 ,6062 ,65423 ,10733 ,74686 ,26108 ,47664 ,19756 ,37099 ,18823 ,33788 ,19954 ,34634 ,21907 ,31713 ,25064 ,29932 ,28174 ,30919 ,34679 ,33038 ,40361 ,32074 ,48494 ,29111 ,67219 ,16481 ,53026 ,13132 ,35447 ,10744 ,32844 ,7691 ,27542 ,3218 ,17271 ,471 ,4970 ,9 ,169 ,0 ,0 ,0 ,0 
2025-12,3호선,0315,무악재,9 ,0 ,1848 ,175 ,5777 ,1333 ,16340 ,2844 ,19841 ,4974 ,12038 ,3523 ,9164 ,3405 ,8131 ,3877 ,7490 ,4539 ,6526 ,5273 ,6042 ,5763 ,5838 ,7727 ,6625 ,9654 ,6760 ,11886 ,6716 ,16843 ,3284 ,13429 ,2406 ,9279 ,2041 ,8636 ,1363 ,7509 ,589 ,4915 ,88 ,1474 ,1 ,49 ,0 ,0 ,0 ,0 
2025-12,3호선,0316,독립문,215 ,5 ,5190 ,854 ,6353 ,7135 ,15646 ,15677 ,20410 ,23305 ,16505 ,21658 ,15610 ,17088 ,19459 ,12540 ,18540 ,13179 ,15446 ,14375 ,15955 ,13870 ,18489 ,14273 ,19603 ,15365 ,18371 ,15979 ,16438 ,19384 ,8406 ,14909 ,6556 ,10636 ,5348 ,9773 ,3728 ,8365 ,1368 ,5362 ,251 ,2440 ,14 ,736 ,0 ,65 ,0 ,0 
2025-12,3호선,0317,경복궁(정부서울청사),20 ,0 ,2215 ,1614 ,5995 ,15822 ,13327 ,42372 ,21112 ,136019 ,21090 ,87090 ,22328 ,60813 ,31161 ,59032 ,36965 ,56205 ,44164 ,55396 ,53386 ,47935 ,65871 ,43629 ,81685 ,43746 ,99405 ,47715 ,117002 ,45406 ,55115 ,27297 ,50160 ,16634 ,47445 ,13733 ,31105 ,11710 ,11840 ,6579 ,2537 ,2043 ,87 ,114 ,0 ,5 ,0 ,0 
2025-12,3호선,0318,안국,36 ,1 ,1485 ,1892 ,2930 ,25127 ,6025 ,89706 ,11136 ,120344 ,15096 ,92112 ,19339 ,71786 ,29665 ,75127 ,40505 ,61633 ,46726 ,58001 ,56588 ,53688 ,72266 ,43410 ,94711 ,40396 ,123959 ,36519 ,116919 ,29814 ,54115 ,14537 ,44306 ,8357 ,38777 ,7312 ,21576 ,6406 ,7966 ,3634 ,1493 ,1180 ,80 ,34 ,0 ,0 ,0 ,0 
2025-12,3호선,0319,종로3가,40 ,5 ,767 ,1088 ,1183 ,7031 ,2166 ,16262 ,3422 ,40649 ,6243 ,43704 ,9434 ,38446 ,12817 ,33693 ,15534 ,30348 ,17827 ,28519 ,21894 ,27022 ,27083 ,24917 ,32142 ,25610 ,46489 ,24154 ,52459 ,21867 ,28252 ,11881 ,21080 ,7523 ,23880 ,6330 ,19717 ,5058 ,8425 ,3393 ,1327 ,1190 ,46 ,74 ,0 ,4 ,0 ,0 
2025-12,3호선,0320,을지로3가,43 ,0 ,803 ,1353 ,1943 ,10444 ,4114 ,37093 ,8145 ,83118 ,10976 ,35484 ,15238 ,19352 ,15802 ,18519 ,16639 ,17861 ,17498 ,18377 ,20139 ,16430 ,23111 ,18089 ,28691 ,21744 ,52927 ,28094 ,74195 ,31105 ,34023 ,18136 ,28422 ,9782 ,30004 ,7933 ,24738 ,6074 ,13849 ,3912 ,2630 ,1127 ,73 ,57 ,0 ,4 ,0 ,0 
2025-12,3호선,0321,충무로,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,7 ,0 ,8 ,0 ,13 ,0 ,15 ,0 ,5 ,0 ,9 ,0 ,10 ,0 ,8 ,0 ,16 ,0 ,18 ,0 ,19 ,0 ,14 ,0 ,4 ,0 ,3 ,0 ,3 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025-12,3호선,0322,동대입구,22 ,0 ,1524 ,1234 ,3017 ,10753 ,4786 ,17523 ,8657 ,56021 ,8763 ,36782 ,10679 ,34458 ,13350 ,27350 ,13531 ,25838 ,20773 ,29100 ,22402 ,21173 ,23138 ,19609 ,31299 ,20775 ,43142 ,24082 ,46557 ,25919 ,25090 ,12861 ,25974 ,7021 ,23388 ,6722 ,18688 ,5122 ,5035 ,3165 ,812 ,1320 ,17 ,95 ,0 ,1 ,0 ,0 
2025-12,3호선,0323,약수,71 ,10 ,6227 ,1040 ,9762 ,6290 ,24694 ,14006 ,37637 ,34062 ,27178 ,23031 ,21144 ,17922 ,19583 ,17917 ,21495 ,17588 ,22003 ,18714 ,22481 ,20364 ,24592 ,22240 ,26190 ,27413 ,31066 ,33891 ,32457 ,43505 ,20891 ,27451 ,16919 ,19537 ,16701 ,17695 ,13076 ,16148 ,6352 ,9547 ,1071 ,3920 ,52 ,674 ,1 ,54 ,0 ,0 
2025-12,3호선,0324,금호,70 ,12 ,4307 ,628 ,10435 ,2656 ,27710 ,4651 ,38412 ,9611 ,24503 ,6782 ,16284 ,7476 ,14669 ,7687 ,13466 ,9286 ,12844 ,10968 ,11218 ,12141 ,11757 ,15109 ,13144 ,18063 ,13802 ,23453 ,12552 ,30725 ,8511 ,22505 ,6156 ,16437 ,5093 ,14481 ,4111 ,13897 ,2004 ,7563 ,443 ,2317 ,8 ,47 ,0 ,0 ,0 ,0 
2025-12,3호선,0325,옥수,131 ,2 ,3060 ,941 ,8737 ,3966 ,22839 ,7494 ,32913 ,13895 ,23485 ,10451 ,16539 ,9184 ,16031 ,11684 ,15437 ,13029 ,15594 ,14167 ,15833 ,15244 ,16653 ,19083 ,18115 ,21017 ,19202 ,27939 ,17698 ,35250 ,11607 ,24831 ,9020 ,17922 ,8710 ,16398 ,6091 ,15220 ,2409 ,7590 ,478 ,2450 ,10 ,41 ,1 ,1 ,0 ,0 
2025-12,3호선,0326,압구정,71 ,2 ,3122 ,2277 ,8228 ,24358 ,16117 ,48158 ,25372 ,139505 ,21479 ,153495 ,28466 ,85615 ,34830 ,76715 ,42978 ,61920 ,48776 ,61793 ,63024 ,58697 ,72339 ,54981 ,84770 ,58099 ,109383 ,72965 ,136577 ,69301 ,97075 ,37352 ,81670 ,19479 ,63680 ,16466 ,43643 ,13162 ,13849 ,6959 ,2377 ,2643 ,23 ,336 ,1 ,10 ,0 ,0 
2025-12,3호선,0327,신사,69 ,5 ,3556 ,1810 ,6325 ,16671 ,11549 ,42938 ,18063 ,107101 ,16642 ,140196 ,20369 ,72861 ,26490 ,50714 ,31132 ,47794 ,38291 ,50533 ,46610 ,46149 ,55590 ,43756 ,66450 ,50367 ,94658 ,62146 ,126797 ,71505 ,91361 ,38223 ,63302 ,19037 ,65983 ,15615 ,54922 ,12415 ,24659 ,8408 ,4221 ,3563 ,37 ,152 ,0 ,0 ,0 ,0 
2025-12,3호선,0328,잠원,13 ,0 ,1896 ,702 ,6496 ,6654 ,19500 ,8819 ,27934 ,13185 ,17825 ,9910 ,13430 ,7282 ,13479 ,7620 ,12724 ,9046 ,12060 ,10846 ,11234 ,11396 ,13660 ,13136 ,16168 ,13802 ,18262 ,18850 ,14386 ,22418 ,8629 ,16091 ,5988 ,11744 ,5222 ,12307 ,3520 ,11867 ,1240 ,5900 ,245 ,2134 ,3 ,48 ,0 ,0 ,0 ,0 
2025-12,3호선,0329,고속터미널,157 ,2 ,5818 ,4179 ,8159 ,34648 ,26054 ,50581 ,49501 ,78360 ,58786 ,104526 ,66478 ,114534 ,84353 ,127782 ,102087 ,118789 ,113434 ,118926 ,131124 ,126352 ,151468 ,131385 ,164132 ,131426 ,171802 ,135923 ,158480 ,137479 ,134244 ,85124 ,144218 ,56097 ,85577 ,44915 ,51781 ,32013 ,18027 ,14801 ,2351 ,2933 ,12 ,78 ,0 ,0 ,0 ,0 
2025-12,3호선,0330,교대(법원.검찰청),76 ,7 ,1893 ,823 ,4950 ,7305 ,10600 ,17891 ,15899 ,50468 ,14618 ,37820 ,16051 ,19156 ,21103 ,14891 ,23228 ,14052 ,28725 ,13932 ,34848 ,12659 ,36581 ,12512 ,39990 ,14602 ,58252 ,21488 ,74652 ,23256 ,36797 ,12083 ,35392 ,6985 ,35479 ,5921 ,24462 ,5300 ,11163 ,2973 ,1844 ,1075 ,22 ,26 ,0 ,0 ,0 ,0 
2025-12,3호선,0331,남부터미널(예술의전당),46 ,6 ,3250 ,1352 ,9464 ,28610 ,28745 ,66733 ,46757 ,156426 ,40615 ,90539 ,39744 ,54217 ,46688 ,43647 ,47415 ,48148 ,50956 ,54679 ,53999 ,54800 ,62295 ,53785 ,79385 ,59909 ,124552 ,66333 ,139211 ,70633 ,66130 ,44313 ,49362 ,28532 ,45044 ,22565 ,34615 ,18679 ,8682 ,11007 ,1433 ,3199 ,12 ,144 ,0 ,0 ,0 ,0 
2025-12,3호선,0332,양재(서초구청),82 ,2 ,4946 ,3357 ,14196 ,40570 ,37487 ,110342 ,49094 ,233536 ,34536 ,125076 ,34106 ,61038 ,38398 ,54472 ,43185 ,49748 ,50927 ,52116 ,58388 ,48035 ,68931 ,48597 ,84876 ,58016 ,141883 ,80900 ,191204 ,87443 ,93014 ,53510 ,71500 ,34414 ,71604 ,31247 ,48824 ,27144 ,16493 ,14516 ,2224 ,4213 ,14 ,234 ,0 ,0 ,0 ,0 
2025-12,3호선,0333,매봉,13 ,0 ,1869 ,868 ,7371 ,12011 ,18534 ,25350 ,22192 ,79018 ,16320 ,35134 ,16209 ,19098 ,16924 ,19283 ,17294 ,15674 ,18763 ,14789 ,22414 ,15564 ,24660 ,16514 ,29716 ,18269 ,42906 ,23758 ,62606 ,26833 ,21934 ,16995 ,17418 ,11370 ,18662 ,10133 ,10946 ,9532 ,3505 ,5017 ,481 ,1631 ,4 ,97 ,0 ,0 ,0 ,0 
2025-12,3호선,0334,도곡,18 ,1 ,1060 ,347 ,4870 ,4901 ,12482 ,14631 ,16717 ,22759 ,10926 ,16954 ,9208 ,9260 ,9270 ,8897 ,9543 ,8397 ,9957 ,9297 ,10803 ,9347 ,12565 ,9771 ,15090 ,10162 ,19395 ,13160 ,19129 ,14375 ,9810 ,10617 ,7281 ,7253 ,6836 ,7407 ,5050 ,6366 ,1355 ,3683 ,239 ,2358 ,4 ,334 ,0 ,0 ,0 ,0 
2025-12,3호선,0335,대치,17 ,0 ,2741 ,682 ,13795 ,8704 ,30312 ,11556 ,32210 ,25688 ,19619 ,19522 ,16743 ,14837 ,16591 ,13890 ,17267 ,17956 ,17915 ,21587 ,18281 ,22103 ,20109 ,25213 ,23755 ,28133 ,31416 ,33430 ,29967 ,34389 ,19111 ,24892 ,13517 ,16044 ,13894 ,16445 ,23383 ,13116 ,3203 ,7627 ,426 ,2665 ,6 ,51 ,0 ,0 ,0 ,0 
2025-12,3호선,0336,학여울,0 ,0 ,690 ,172 ,2199 ,1868 ,4391 ,3673 ,5081 ,8487 ,3650 ,8361 ,3265 ,7486 ,4564 ,6450 ,5976 ,6673 ,6676 ,7503 ,7164 ,6443 ,7789 ,5354 ,9650 ,4553 ,10299 ,4670 ,8881 ,4929 ,2882 ,3624 ,1920 ,2885 ,1832 ,2659 ,1260 ,2256 ,326 ,1360 ,70 ,504 ,2 ,6 ,0 ,1 ,0 ,0 
2025-12,3호선,0337,대청,81 ,0 ,3807 ,1142 ,12123 ,7114 ,31195 ,18067 ,40088 ,30012 ,23107 ,13848 ,18818 ,10554 ,17667 ,9935 ,16944 ,11809 ,16878 ,13276 ,17194 ,14256 ,19596 ,17861 ,22514 ,19253 ,28793 ,24703 ,28776 ,31617 ,12589 ,25132 ,9217 ,18196 ,7638 ,16822 ,5453 ,16940 ,1963 ,9207 ,402 ,3169 ,0 ,85 ,0 ,0 ,0 ,0 
2025-12,3호선,0338,일원,14 ,2 ,2468 ,1688 ,8988 ,13459 ,25491 ,38795 ,28289 ,29186 ,20369 ,22999 ,21745 ,18793 ,21808 ,14790 ,20679 ,17388 ,19178 ,18886 ,21993 ,18645 ,27538 ,17347 ,33220 ,16253 ,43329 ,19026 ,21184 ,23749 ,11292 ,18926 ,7515 ,13779 ,6013 ,13407 ,4161 ,13156 ,1615 ,5935 ,232 ,1930 ,0 ,45 ,0 ,0 ,0 ,0 
2025-12,3호선,0339,수서,162 ,1 ,4630 ,2591 ,13400 ,16071 ,38583 ,35827 ,46660 ,57759 ,32854 ,37298 ,40338 ,26307 ,31138 ,23589 ,37172 ,28485 ,33579 ,24768 ,27151 ,27143 ,39511 ,32762 ,43242 ,35672 ,54161 ,42912 ,52619 ,54544 ,25863 ,40881 ,24895 ,29414 ,17781 ,26704 ,17164 ,25122 ,8031 ,10516 ,863 ,4200 ,14 ,441 ,0 ,40 ,0 ,0 
2025-12,3호선,0340,가락시장,31 ,14 ,2888 ,839 ,7635 ,5678 ,21503 ,11310 ,24473 ,26101 ,17085 ,15041 ,16012 ,11480 ,15706 ,13213 ,15825 ,15199 ,15722 ,14469 ,16788 ,15576 ,18972 ,18235 ,20791 ,20305 ,24067 ,26263 ,27733 ,31234 ,13523 ,20088 ,12136 ,13633 ,11698 ,12512 ,8517 ,11040 ,3767 ,6045 ,698 ,2198 ,12 ,92 ,0 ,4 ,0 ,0 
2025-12,3호선,0341,경찰병원,9 ,0 ,3056 ,288 ,8364 ,3602 ,24105 ,9912 ,27022 ,27309 ,16701 ,16288 ,13117 ,10031 ,11959 ,7940 ,11240 ,9657 ,11203 ,10631 ,12287 ,9872 ,12540 ,10631 ,12672 ,12022 ,17377 ,18125 ,19455 ,23742 ,8075 ,16961 ,6769 ,11299 ,5517 ,10604 ,3931 ,9501 ,1234 ,5840 ,170 ,1872 ,5 ,37 ,0 ,0 ,0 ,0 
2025-12,3호선,0342,오금,22 ,0 ,4733 ,24 ,9101 ,2634 ,30246 ,6116 ,32037 ,13235 ,16593 ,6592 ,10785 ,5420 ,8820 ,5354 ,9685 ,6447 ,8487 ,7069 ,8140 ,7852 ,8233 ,10076 ,10337 ,11474 ,12116 ,15851 ,12185 ,22879 ,4789 ,15695 ,3773 ,11259 ,3257 ,10033 ,2712 ,11018 ,818 ,6008 ,210 ,2516 ,2 ,39 ,0 ,1 ,0 ,0 
2025-12,4호선,0409,불암산,97 ,2 ,8570 ,40 ,17776 ,4059 ,45717 ,6917 ,36471 ,10273 ,23775 ,10407 ,18911 ,9740 ,17779 ,10173 ,17399 ,10622 ,16862 ,11992 ,15163 ,12840 ,14427 ,16055 ,14867 ,18235 ,13767 ,21096 ,12198 ,26849 ,7326 ,24781 ,5545 ,17624 ,4335 ,16555 ,3198 ,15777 ,1699 ,10849 ,457 ,4031 ,6 ,608 ,0 ,18 ,0 ,0 
2025-12,4호선,0410,상계,102 ,4 ,15088 ,247 ,39929 ,7606 ,86846 ,17057 ,72009 ,22078 ,46671 ,17717 ,36057 ,16377 ,33812 ,19174 ,35282 ,22865 ,32694 ,24692 ,28050 ,27009 ,29804 ,33030 ,31228 ,41557 ,31132 ,50679 ,25727 ,67519 ,16405 ,59231 ,13107 ,39270 ,11766 ,35552 ,10509 ,32520 ,3871 ,22521 ,680 ,7005 ,14 ,911 ,0 ,0 ,0 ,0 
2025-12,4호선,0411,노원,236 ,7 ,12818 ,786 ,24210 ,8652 ,54958 ,13997 ,54593 ,35819 ,36066 ,36032 ,30940 ,29668 ,32376 ,31153 ,36751 ,35578 ,36753 ,40311 ,38202 ,40705 ,40912 ,44133 ,44136 ,53070 ,44066 ,66474 ,40171 ,86001 ,30435 ,66860 ,31741 ,43446 ,30123 ,39184 ,26194 ,34295 ,12993 ,23756 ,2929 ,8388 ,56 ,1247 ,0 ,0 ,0 ,0 
2025-12,4호선,0412,창동,1996 ,62 ,17315 ,2688 ,38985 ,18523 ,89427 ,21292 ,79622 ,47761 ,53354 ,38628 ,46865 ,35692 ,46284 ,37323 ,48577 ,44601 ,47220 ,50986 ,47542 ,53235 ,52377 ,56770 ,60432 ,64083 ,59302 ,74855 ,56265 ,94138 ,32060 ,77190 ,25825 ,51036 ,22148 ,45414 ,17353 ,42158 ,7693 ,25802 ,1533 ,9766 ,18 ,473 ,0 ,0 ,0 ,0 
2025-12,4호선,0413,쌍문,216 ,12 ,24625 ,1182 ,53046 ,8863 ,126413 ,16045 ,124311 ,30221 ,80134 ,22350 ,59725 ,22410 ,51544 ,25997 ,52942 ,30219 ,47582 ,33669 ,42212 ,36751 ,41204 ,50177 ,43314 ,60397 ,43153 ,76432 ,36353 ,104437 ,24205 ,95478 ,18293 ,64029 ,14964 ,57643 ,10922 ,53602 ,4854 ,35769 ,958 ,12041 ,16 ,329 ,0 ,0 ,0 ,0 
2025-12,4호선,0414,수유(강북구청),102 ,3 ,21772 ,2939 ,46009 ,11007 ,110102 ,21518 ,120001 ,55880 ,82752 ,40679 ,61369 ,33909 ,58498 ,38596 ,60970 ,41205 ,60380 ,47470 ,57730 ,50893 ,58252 ,62129 ,62503 ,77932 ,65318 ,95428 ,67471 ,127292 ,40681 ,108711 ,32719 ,74969 ,28690 ,67882 ,23111 ,62526 ,12778 ,45397 ,2211 ,12497 ,26 ,395 ,0 ,0 ,0 ,0 
2025-12,4호선,0415,미아(서울사이버대학),25 ,4 ,11076 ,1682 ,21205 ,6293 ,48539 ,15839 ,51163 ,39190 ,36908 ,22641 ,29792 ,19357 ,29624 ,22002 ,30257 ,20380 ,28654 ,22223 ,28317 ,24960 ,29777 ,29837 ,32407 ,34500 ,32326 ,38982 ,30244 ,48548 ,17909 ,38842 ,13344 ,26898 ,12051 ,24426 ,8256 ,21802 ,3413 ,15117 ,673 ,4306 ,14 ,108 ,0 ,0 ,0 ,0 
